"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10","11 POST /todos (400) - title too long","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","13","03 GET /todos (200) - получить список todos задач","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","15","31 POST /todos XML - create todo in XML format","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","11","13 POST /todos (201) - max out content","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","3510","Пользователь может обновить имя и почту в профиле","UI Tests","Mon Nov 10 16:52:20 UTC 2025","passed","Mon Nov 10 16:52:23 UTC 2025","Обновление профиля","ui/profile.spec.js","",""
"","10","10 POST /todos (400) - fail validation on doneStatus field","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4305","Пользователь может оставить комментарий под статьёй","UI Tests","Mon Nov 10 16:52:08 UTC 2025","passed","Mon Nov 10 16:52:12 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","11","14 POST /todos (413) - content too long","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","23","09 POST /todos (201) - создать новую задачу","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","10","26 GET /todos (200) JSON - get todos in JSON format","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","10","28 GET /todos (200) XML pref - get todos in XML format with preference","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
